Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C18",C_0201,2,100nF,C76934
C15,C_0805,1,47uF 6V,C16780
C16,C_0402,1,100nF 25V,C56392
C17,C_0805,1,22uF 25V,C45783
C19,C_0201,1,18pF,C62164
C6,C_0201,1,1uF,
D1,SMD1010,1,XL-1010RGBC-WS2812B,C5349953
"D2, D3",DFN1006-2L,2,~,C5137770
D4,D_0402,1,D,C28642302
J1,JST_EH_S5B-EH_1x05_P2.50mm_Horizontal,1,1x5,C265103
L1,L_5x5,1,4.7uH,C307876
Q1,SOT-363_SC-70-6,1,BSS138PS,C193381
"R1, R2, R3",R_0201,3,10k,C106225
R5,R_0201,1,100k,C106224
R6,R_0201,1,150k 1%,C310173
R8,R_0201,1,33k 1%,C320835
U1,SOT-563,1,TPS562243,C42295941
U4,ESP32-S3-MINI-1,1,ESP32-S3-MINI-1,C3013941
